Store Name, Address
Tiger Express #7,304 E Main Street  Whitehouse  TX 75791
Family Food Mart,205 Sonterra Blvd #200 Jarrell  TX 76537
Draks Oil Inc,731 Harding Pl  Nashville  TN 37211
Short Stop Market Of McMinnville,1322 Smithville Hwy  McMinnville  TN 37110
Food Box 5, 505 Lake Rd  Belton  TX 76513
WB Food Mart,13003 W Bellfort Ave  Sugar Land  TX 77478
Mr. Express,12705 W Broadway St  Pearland  TX 77584
Lakeline Xpress Mart,2004 Lakeline Blvd  Cedar Park  TX 78613
Spades Poker House &amp; Restaurant,20798 Gulf Fwy  Webster  TX 77598
Dude’s Stop 2,615 E NASA Parkway  Webster  TX 77598
Express Fuel #7,11631 Southwest Fwy  Houston  TX 77074
Checkout 48,3210 Meridiana Pkwy  Rosharon  TX 77583
Texstar Travel Center,1300 N General Bruce Dr  Temple  TX 76504
In &amp; Out Express #3,1202 Babcock Rd  San Antonio  TX 78201
Allstop at Saraland,1028 Shelton Beach Rd  Saraland  AL 36571
Fuel Zone,2147 Staring Ln  Baton Rouge  LA 70810
Jr’s Cornerstore,4627 TX-146  Baytown  TX 77520
Neighborhood Food Mart,2749 Flat Shoals Rd  Atlanta  GA 30349
S Mart,7998 Cypress St  West Monroe  LA 71291
Stop &amp; Go 90,900 American Rd  Napoleon  OH 43545
Stop &amp; Go 89,4458 Monroe St  Toledo  OH 43613
Stop &amp; Go 88,8256 W Central Ave # A  Toledo  OH 43617
Stop &amp; Go 87,1910 E 2nd St  Defiance  OH 43512
Stop &amp; Go 84,4001 N Holland Sylvania Rd  Toledo  OH 43623
Stop &amp; Go 81,2515 W Laskey Rd  Toledo  OH 43613
Stop &amp; Go 48,1619 W Sylvania Ave  Toledo  OH 43612
Stop &amp; Go 78,1201 Russ Rd  Greenville  OH 45331
Stop &amp; Go 77,11960 US-224  Alvada  OH 44802
Stop &amp; Go 75,2190 Fair Rd  Sidney  OH 45365
Stop &amp; Go 74,226 W Water St  Piqua  OH 45356
Stop &amp; Go 73,801 W Main St  Troy  OH 45373
Stop &amp; Go 72,311 S Main St  Englewood  OH 45322
Stop &amp; Go 62,15522 S Telegraph Rd  Monroe  MI 48161
Stop &amp; Go 60,1200 N Shoop Ave  Wauseon  OH 43567
Stop &amp; Go 57,5424 Telegraph Rd  Toledo  OH 43612
Stop &amp; Go 43,5101 W Alexis Rd  Sylvania  OH 43560
Stop &amp; Go 40,8249 Erie St  Sylvania  OH 43560
Stop &amp; Go 33,2062 Woodville Rd  Oregon  OH 43616
Stop &amp; Go 9,3519 W Alexis Rd  Toledo  OH 43623
Shop N Go Food Mart,6601 S Gessner Rd  Houston  TX 77036
Covington Food Mart,6470 Covington Highway  Lithonia  GA 30058
La Cadena Express,420 N La Cadena Dr  Colton  CA 92324
Magie Mart,965 Magie Ave  Union  NJ 07083
Gulf Express,349 Great Rd  Bedford  MA 01730
Phillips 66,6900 State Park Rd  Fox Lake  IL 60020
Pawpaws BP,1493 GA-92  Fayetteville  GA 30214
Chevron Keys Ferry,1872 Keys Ferry Road  McDonough  GA 30252
United Food Mart Shell,5160 Austell Road  Austell  GA 30106
Mableton Food Mart,6211 Mableton Parkway  Mableton  GA 30126
J Mac Store,129 Curtis Street  Indianola  MS 38751
More 4 Less,3828 Ryan St  Lake Charles  LA 70605
Jubilee 2,2385 College Dr  Baton Rouge  LA 70808
Smokers Express,3501 Gerstner Memorial Blvd  Lake Charles  LA 70607
For Your Convenience #1,420 W 14th St  Bartlesville  OK 74003
Dickinson Food Store,2908 Dickinson Ave  Dickinson  TX 77539
Big’s 3830,1279 E Loop 304  Crockett  TX 75835
Big’s 3824,2430 SE Stallings Dr  Nacogdoches  TX 75961
Big’s 3820,2400 E Denman Ave  Lufkin  TX 75901
Big’s 3818,620 N Raguet St  Lufkin  TX 75901
Trucker’s Paradise,9211 Wallisville Road  Houston  TX 77013
Mid Town Food Mart,4620 Washington Ave  Houston  TX 77007
A-1 Market,1102 E Commerce Street  Lewisburg  TN 37091
Chelsea Harbor Food Mart,14009 FM 1464  Sugar Land  TX 77498
Northwest Food Mart,2395 NW Military Hwy  San Antonio  TX 78231
Gary’s Drive Thru,696 Richmond Ave  Marion  OH 43302
Red Roof Plus+ Hotel,2500 Hassell Rd  Hoffman Estates  IL 60169
Marion Pantry,3245 S Washington St  Marion  IN 46953
Royal Liquor,214 S Royal St  Jackson  TN 38301
Token #15,26102 State Rte 195  Double Springs  AL 35553
Token #7,1925 21st St  Haleyville  AL 35565
Token # 19,7016 State Hwy 129  Winfield  AL 35594
Crozet Market,6115 Rockfish Gap Turnpike  Crozet  VA 22932
Waynesboro Marathon,2900 W Main St  Waynesboro  VA 22980
J &amp; C Mobil,502 Murphy Rd  Stafford  TX 77477
Sunny’s Food Store,305 Tuam St  Houston  TX 77006
Ice Box,18324 Clay Rd  Houston  TX 77084
Rise N Stop #1,101 Jack C Hays Trail  Buda  TX 78610
Food Box 4,100 Tradesmens Park Dr  Hutto  TX 78634
Settlers Express,4450 E Old Settlers Blvd  Round Rock  TX 78665
Food Box 1,115 Wonder World Dr  San Marcos  TX 78666
Applemart,2101 Wickersham Ln Suite A Austin  TX 78741
Foodbucket #1,2145 US-290  Brenham  TX 77833
Snax Max 8,5001 S 31st St  Temple  TX 76502
Mickey’s #14,4826 E Stagecoach Rd  Killeen  TX 76542
Elroy &amp; Ross Market,7200 Elroy Rd  Del Valle  TX 78617
Highview Ranch Super Mercado,1489 FM 812  Cedar Creek  TX 78612
Mickey’s #21,3802 E Stan Schlueter Loop  Killeen  TX 76542
Manchester Tobacco Outlets,1660 Hillsboro Blvd  Manchester  TN 37355
Checkout 35,22902 I-10  Wallisville  TX 77514
Checkout 64,7025 S Loop E Hwy  Houston  TX 77087
Get N Go,1152 Texas Ave  Bridge City  TX 77611
Knuckleheads Smoke N Brew,401 FM 685 Ste 101 Pflugerville  TX 78660
Food Box 11,11794 Jollyville Rd  Austin  TX 78759
Food Box 8,930 Westinghouse Rd   Georgetown  TX 78626
Snax Max 4,204 FM 2001  Buda  TX 78610
Food Box 3,13303 Anderson Mill Rd  Cedar Park  TX 78613
Food Box 2,4640 Farm to Market 1626  Kyle  TX 78640
Snax Max 14,12121 FM 306  Canyon Lake  TX 78363
Snax Max 6,13006 TX-71  Bee Cave  TX 78738
Bestop Food Market,1130 Airport Blvd  Austin  TX 78702
Bronco Discount,393 US-171  Lake Charles  LA 70611
Deer Park Buzzy Bee,3501 East Blvd  Deer Park  TX 77536
Checkout 68,2484 S. Cities Highway S  Sulphur  LA 70665
Tejano Mart #510,1701 S 10th Street  McAllen  TX 78503
Tejano Mart #519,620 E Ridge Rd  McAllen  TX 78503
Tejano Mart #513,2601 S Cage  Pharr  TX 78577
Tejano Mart #512,1508 US-83 BUS  Weslaco  TX 78596
Tejano Mart #511,211 N Ed Carey Dr  Harlingen  TX 78550
Supergas 101,660 North Willow Ave  Cookeville  TX 38501
Tejano Mart #505,502 Lafayette Street  Laredo  TX 78041
Tejano Mart #518,3519 Loop 20  Laredo  TX 78043
Tejano Mart #517,2705 Arkansas Ave  Laredo  TX 78043
Tejano Mart #514,5270 E Highway 83  Rio Grande  TX 78582
Checkout 60,99 Hurst St  Center  TX 75935
Checkout 67,1000 Farm to Market 1097 Rd W  Willis  TX 77318
Valley Food Mart 1,1908 N Sugar Rd Ste A Edinburg	  TX 78541
KC Food Mart No.4,322 S 2nd St  Kenedy  TX 78119
Prescott Meat Market,4414 Prescott St  Corpus Christi  TX 78416
Checkout 69,4725 W Panther Creek Dr  Woodlands  TX 77381
Checkout 65,2802 Washington Ave  Houston  TX 77007
Checkout 63,1809 Meyer St  Sealy  TX 77474
Checkout 62,225 FM 359 South  Brookshire  TX 77423
Checkout 61,2926 North Freeway  Houston  TX 77009
Checkout 59,13433 Leopard St  Corpus Christi  TX 78410
Checkout 57,5602 South Padre Island Dr  Corpus Christi  TX 78412
Checkout 56,6302 Saratoga Blvd  Corpus Christi  TX 78414
Checkout 54,1201 Wildcat Dr  Portland  TX 78374
Checkout 53,3105 Hwy 35 N  Rockport  TX 78382
Checkout 52,4849 Leopard St  Corpus Christi  TX 78408
Checkout 49,15038 Mason Rd  Cypress  TX 77429
Checkout 47,6951 FM 1960 W  Houston  TX 77069
Checkout 46,21823 Clay Rd  Katy  TX 77449
Checkout 45,10203 Cypresswood Dr  Houston  TX 77070
Checkout 43,801 N Loop W  Houston  TX 77008
Checkout 42,10655 N Sam Houston Pkwy E  Humble  TX 77396
Checkout 41,21480 Fairfield Place Dr  Cypress  TX 77433
Checkout 40,412 Main St  Logansport  LA 71049
Checkout 39,5706 N Eldridge Pkwy  Houston  TX 77041
Checkout 36,21110 State Hwy 249  Houston  TX 77070
Checkout 34,16003 FM 2920  Tomball  TX 77377
Checkout 33,13915 Fondren Rd  Houston  TX 77489
Checkout 32,8055 N Sam Houston Pkwy W  Houston  TX 77064
Checkout 28,10750 Veterans Memorial Dr	  Houston	  TX 77038
Huntsville Exxon,558 I-45 S  Huntsville  TX 77340
The Korner Store,6601 Lake View Dr  San Antonio  TX 78244
City Food Mart,13303 Judson Rd  San Antonio  TX 78233
Lemur Express # 7,4142 US-90 ALT  Altair  TX 77412
AM PM Express,1006 W Main St  Brenham  TX 77833
M &amp; F Food Mart,6930 Gessner Rd  Houston  TX 77040
Bellfort Shell,6920 Bellfort St  Houston  TX 77087
Canal Discount Mart,521 W Port Street  St. Martinsville  LA 70582
Kajunes #1,2979 S Union St  Opelousas  LA 70570
Brothers 1 Stop,2nd St  New Iberia  LA 70560
Ez Quick Stop,340 W Canal St  Church Point  LA 70525
Kajunes #2,241 W Maple Ave  Eunice  LA 70535
Jr Jays,1818 Main St  Jeanerette  LA 70544
AA Food Mart,710 Industrial Blvd  Temple  TX 76501
Valley Food Mart 2,102 N Nebraska Ave  San Juan  TX 78589
For Your Convenience #10,5312 Nowata Rd  Bartlesville  OK 74006
Polar Express #3,2340 Blalock Dr  Houston  TX 77080
Roman Forest Market,15 Roman Forest Blvd  New Caney  TX 77357
Big Stop N Go,5219 W 65th St  Little Rock  AR 72209
Marys Food Mart,17420 Fife Ln  Webster  TX 77598
Shop N Go,319 Dominik Dr  College Station  TX 77840
Circle N Food Mart,101 N Lincoln Ave  Star City  AR 71667
Raven’s Market,11200 Menchaca Rd  Austin  TX 78748
Get N Go,2419 N 16th St  Orange  TX 77630
Discount Liquor,4712 US-65  Pine Bluff  AR 71601
Cana One Stop,1524 Pike Ave  North Little Rock  AR 72114
Exxon One Stop,2901 West 28th Ave  Pine Bluff  AR 71603
Riders Travel Plaza,443 Hwy 79 South  Magnolia  AR 71753
Leleux Grocery,5106 LA-14  New Iberia  LA 70560
Fostoria Food Mart,11168 Fostoria Rd  Cleveland  TX 77328
White Oak Market,14580 FM 1485  Conroe  TX 77306
Shady Woods Food Mart,495 Beach Airport Rd  Conroe  TX 77301
Stage Coach Food Market,16310 Butera Rd  Magnolia  TX 77355
830 Marina,12155 FM 830 Road  Willis  TX 77318
Corner Store,29720 Huffman Cleveland Rd  Huffman  TX 77336
Shop N Fuel #3,2920 Atascocita Road  Humble  TX 77396
Raceway 728,319 LA-135  Rayville  LA 71269
Henderson Food Mart,201 US-79  Henderson  TX 75652
Marshall Food Mart,1601 W Grand Ave  Marshall  TX 75670
Save N Go – Memphis,2335 Park Ave  Memphis  TN 38114
Smokers Express #11,3405 Desiard Street  Monroe  LA 71203
PK Liquors,302 Sam Houston Dr  Victoria  TX 77901
Silsbee Buzzy Bee,970 U.S. 96 S  Silsbee  TX 77656
Pittman’s Qwik Mart,4249 McArdle Rd.  Corpus Christi  TX 78411
LBA Market,1093 State Hwy 95  Bastrop  TX 78602
Al’s Mart,1001 TX-80  San Marcos  TX 78666
Save N Go – Jackson,2268 Hollywood Dr  Jackson  TN 38302
440 Mart,1704 Old FM 440 Rd  Killeen  TX 76549
Zee’s Mart,1705 19th St  Hondo  TX 78861
KC Food Mart No.2,601 S Washington St  Beeville  TX 78102
Audrey Shell #1,9637 Telephone Rd  Houston  TX 77075
Big Gas Truck Stop,2890 N Harvey Mitchell Pkwy  Bryan  TX 77807
Airport Xpress,2777 Highway 71 E  Dale Valle  TX 78617
Leap Frog,2322 Little York Rd  Houston  TX 77093
Raceway Waco,1708 S Valley Mills Dr  Waco  TX 76711
Pick and Go,14600 US-59  Splendora  TX 77372
Ruby’s Food Mart #1,619 N Ellis St  Groesbeck  TX 76642
290 Travel Plaza,1790 West Austin St  Giddings  TX 78942
Rocky Top Food Mart,6924 Ranch Rd 1431  Marble Falls  TX 78654
Niko’s Corner,2902 FM 523  Oyster Creek  TX 77541
Alvin Food Mart,2700 FM 528 Rd  Alvin  TX 77511
Pala Food Mart,2233 Farm to Market 1960 Rd E  Houston  TX 77073
Danish Food Mart,620 Brazosport Blvd  Clute  TX 77531
Lucky Stop #6,4684 FM 343  Nacogdoches  TX 75961
PakCo #1,3031 Highway 12  Vidor  TX 77662
Best Mini Mart,20203 Katy Fwy  Katy  TX 77450
Floresville Mart,1124 D St  Floresville  TX 78114
Tiger Express #6,1204 W Rusk St  Jacksonville  TX 75766
Quick Stop,2715 W NW Loop 323  Tyler  TX 75702
Glenwood Valero,351 S Glenwood Blvd  Tyler  TX 75702
City Fuel Express,7205 S Broadway Ave  Tyler  TX 75703
Econo Food Mart 2,1000 South Frazier St  Conroe  TX 77301
Park Place Market,221 FM 971  Georgetown  TX 78626
Market Xpress,13600 FM 973 Ste 100 Manor  TX 78653
Melbo’s Food Mart,212 East Church St  Livingston  TX 77351
Cedar Mart,18900 N Heatherwilde Blvd	  Pflugerville  TX 78660
Smiley’s Express #2,104 U.S. Hwy 190  Huntsville  TX 77320
Buy and Ride #7,810 SE 15th St   Topeka  KS 66607
Stop N Joy,6303 Hwy 6  Missouri City  TX 77459
Snax Max #10,4901 John Stockbauer Dr  Victoria  TX 77904
Tobacco Stop,1000 Youngsville Hwy  Youngsville  TX 70592
Convenience Corner,804 S WW White  San Antonio  TX 78220
Polar Express # 2,12311 Bammel North Houston Rd.  Houston  TX 77066
Polar Express,10601 Fondren Rd.  Houston  TX 77096
The C-Store,400 Stephen F Austin Dr.  Conroe   TX 77302
Al Rabba World Food,5800 New Territory Blvd  Sugar Land  TX 77479
Divine Harbor Inc,847 Sheridian Rd  Winthrop Harbor   IL 60096
PK Gas,3512 Lee St   Alexandria   LA 71302
Birdies On Broad,1233 N Broad St.  New Orleans  LA 70119
Breaktime,3502 Mangum Rd  Houston  TX 77092
Telge Express,17501 Telge Rd.  Cypress  TX 77429
Fuel time,13831 Huffmeister rd.  Cypress  TX 77429
Fuel Express,9401 Harwin Dr.  Houston  TX 77036
Yogi Exxon,6101 Gulfway Dr.  Grooves  TX 77619
ZAPCO,18548 Hwy 62 S  Orange  TX 77630
Hamlets Market Place,2665 Reed RD  Houston  TX 77051
Expressmart,2850 Wilcrest Dr.  Houston  TX 77042
Country Food 3,2851 N Downing Rd  Angleton  TX 77515
KNJ Beverage,3211 Fort Worth Dr.  Denton  TX 76205
Shell,2400 Rio Grande st  Austin  TX 78705
Family Food Mart,2011 Urbantke ln  Copperas Cove  TX 76522
Heights Mart,1350 FM 2410  Harker Heights  TX 76548
B &amp; C Convenience Food &amp; Coin,1600 Roy Reynolds Ste A  Killeen  TX 76543
Scooters,907 FM 300  Levelland  TX 79336
Fast Trip,2721 N. Collins St.  Arlington  TX 76006
Win Star Food Mart,903 Summitt Ave  Gainesville  TX 76240
Raceway 6731,1920 N Market St.  Shreveport  LA 71107
Excel Mart #56,9080 kingston Rd.  Shreveport  LA 71118
On The Go Mart,1700 Jackson St  Alexandria  LA 71301
Speedway,1100 N. University  Lafayette  LA 70506
Lamar Food Mart,8545 N Lamar Blvd  Austin  TX 78753
RBM Food Mart,2601 Manor Rd.  Austin  TX 78722
Cedar Creek Country Store,1196 Hwy 21 West  Cedar Creek  TX 78612
Save n Go Food Mart,14414 jones maltsberger  San Antonio  TX 78247
RPS Discount Tobacco and Store,1600 N Alexander Dr.  Baytown  TX 77520
MVP Food Store,4718 Lockwood  Houston  TX 77026
Fuel Depot #35,8110 Fairbanks N. Houston Rd.  Houston  TX 77064
USA Gas &amp; Store,22222 SE H. K. Dodgen Loop  Temple  TX 76504
Prime Express,10403 Cullen Blvd  Houston  TX 77047
Waco Travel Stop,1001 Enterprise Blvd  Hewitt  TX 76643
Food Basket # 5,550 Dowlen Rd  Beaumont  TX 77706
Beaumont Buzzy Bee,350 S MLK Parkway  Beaumont  TX 77701
USA Travel Plaza,450 hwy 546 west  West Monroe  LA 71292
Raceway 855,300 Thomas rd  West Monroe  LA 71291
Excel Mart #8,125 Ball Park Rd  Columbia  LA 78621
Gas Plus,6595 W. 44th Ave.  Wheat Ridge  CO 80033
Midway Liquors,1690 W. Midway Blvd.  Broomfield  CO 80020
Gas &amp; Food Store,6215 Carr Street  Arvada  CO 80004
Mini Food Mart,1039 S. Lincoln Ave.  Loveland  CO 80537
Shell – 54th Market,1005 54th Ave.  Greeley  CO 80634
Mozzy-D Stores,754 Peoria St.  Aurora  CO 80011
Express Mart #106,3402 Hwy 21 East  Bryan  TX 77808
Fizola Market,700 N Vista Ridge Blvd  Cedar Park  TX 78613
Big Bucket #4,3250 East Palm Valley Blvd  Round Rock  TX 78665
Buzzy Bee #7,1116 W Waco Dr  Waco  TX 76701
Big Bucket 3,8906 Brodie Ln  Austin  TX 78748
Buttercup Chevron,14815 Dessau Rd Ste 100  Pflugerville  TX 78660
Yumm #9,7330 Kitty Hawk Rd  Converse  TX 78109
Dyess Parkview Market,3044 Stockdale Hwy 123  Seguin  TX 78155
Coyote Express #2,1602 West Commerce St  San Antonio  TX 78207
New Express Stop,1403 e Commerce St  San Antonio  TX 78205
Yumm #8,9523 Fredericksburg Rd.  San Antonio  TX 78240
Snax Max # 5,1592 W San Antonio St.  New Braunfels  TX 78130
Yumm #4,9811 Bob Bullock Loop  Laredo  TX 78041
Yumm #1,1200 E Del Mar Blvd  Laredo  TX 78041
Snax Max #13,2002 N Navarro Street  Victoria  TX 77901
Buzzy Bee #4,95 Oak Dr.  Lake Jackson  TX 77566
Buzzy Bee,2102 9th Ave N  Texas City  TX 77590
Elan # 5,3410 Chimney Rock Rd.  Houston  TX 77057
La Marque Buzzy Bee,2605 Main Street  La Marque  TX 77568
Orbits,1501 Bay Area Blvd  Houston  TX 77058
Express Fuel #3,13403 Tomball Parkway North  Houston  TX 77086
Heaven Creek Food Mart,19940 FM 529 Rd.  Cypress  TX 77433
Coyote Express,1980 Dixie Farm Road  Houston  TX 77089
Elan # 4,12749 Market st  Houston  TX 77015
Rudy’s,3326 AVENUE I  Rosenberg  TX 77471
Pogie Plant,6603 Broadway St  Pearland  TX 77581
Fuel Depot # 31,3051 N fry rd  Katy  TX 77449
Elan # 1,11300 Bissonnet st  Houston  TX 77099
Fuel Depot # 15,10920 w Little York rd  Houston  TX 77091
Orbit #4,16943 Ella Blvd  Houston  TX 77090
Express Fuel #2,2824 Spears Rd  Houston  TX 77067
Express Fuel #8,11702 FM 1960 W  Houston  TX 77065
Quick Mart,1071 A Hwy 46 South  New Braunfels  TX 78130
Chevron,903 N. Valley Mills Dr.  Waco  Tx 76710
All Seasons Food Store,8309 C E King Parkway  Houston  TX 77044
Hobby Buzzy Bee,8235 Broadway St  Houston  TX 77061
Buzzy Bee,5504 S. Sam Houston Pkwy  Houston  TX 77053
