Store Name, Address
Refuel Food Express,3604 curry ford rd orlando fl 32806
Sunny Mini Mart,5301 satel dr orlando fl 32810
Ormond Mobil,5 s yonge st ormondbeach fl 32174
My Tobacconist Smoke Shop,9869 e fern st palmettobay fl 33157
Westar Gas Station,6650 pines blvd pembrokepines fl 32204
24Seven Food Mart,707 n pace blvd pensacola fl 32505
Plantation Food Mart,1880 n pine island rd plantation fl 33322
Mobil Gas Cypress Rd,498 s cypress rd pompanobeach fl 33060
Marathon Gas Port Orange,1701 taylor rd portorange fl 32128
Mobil Gas Bethany,1343 st lucie w blvd portstlucie fl 34986
10106-Shell Gas-Riverview-FL,10106 mcullen rd riverview fl 33569
Shell Gas Washington Blvd,300 n washington blvd sarasota fl 34236
Weston Smoke Shop,6840 dykes rd southwestranches fl 33331
STP Food Mart,1811 dr mlk jr st s stpetersburg fl 33705
ASAP Smoke Shop 3,1505 jackson bluff rd tallahassee fl 32304
ASAP Smoke Shop 2,131 east orange ave tallahassee fl 32301
Texaco Gas Station,3745 n 50th st tampa fl 33619
Sunoco Gas 56th St,6904 n 56th street tampa fl 33617
BP Gas Sheldon Rd,6908 sheldon rd tampa fl 33615
Shell Gas Garden St,3465 garden st titusville fl 32796
Venice Shell,360 commerical ct venice fl 34292
J &amp; J Pitstop,1005 21st st verobeach fl 32960
Chevron Forest Hill Blvd,11858 forest hill blvd wellington fl 33414
Athens Food Mart ,1555 oglethorpe ave athens ga 30606
1072-Chevron Food Mart-Atlanta-GA,1072 cascade rd atlanta ga 30311
Chevron Jonesboro,3012 jonesboro rd se atlanta ga 30354
Chevron at Donald Lee Hollowell,2656 donald lee hollowell pkwy nw atlanta ga 30318
Chevron Food Mart 1,336 joseph e lowery blvd nw atlanta ga 30314
5225-Citgo Food Mart-Atlanta-GA,5225 campbellton rd sw atlanta ga 30311
Citgo Food Mart,3107 buford hwy ne atlanta ga 30329
MLK Food Mart,2636 mlk jr dr sw  atlanta ga 30311
Tanners Corner Grocery,828 mcdonough blvd se atlanta ga 30315
24 Hour Food Mart,5 cleveland ave sw atlanta ga 30315
1132-Kenny's Food Mart-Auburn-GA,1132 atlanta hwy auburn ga 30011
4400-Chamblee Quick Mart-Chamblee-GA,4400 chamblee dunwoody rd chamblee ga 30341
Royal Food Mart,7034 villa rica hwy dallas ga 30157
Marathon Dallas ,51 cadillac pkwy dallas ga 30157
Little Bear Food Store,521 hardee st dallas ga 30132
4943-Neighbors Market Texaco-Decatur-GA,4943 snapfinger wood dr decatur ga 30035
BIG H FOOD,3041 oakcliff rd doraville ga 30340
Douglas Food Mart,6590 e broad st douglasville ga 30144
Shell Food 8279,8279 chicago ave douglasville ga 30134
5248-Texaco Station-Ellenwood-GA,5248 bouldercrest rd ellenwood ga 30294
6765-The Nayberhood Store-Jonesboro-GA,6765 tara blvd jonesboro ga 30236
SUNOCO FOOD MART,2783 mt zion rd jonesboro ga 30236
Shell Food Mart II,101 hoffman dr lagrange ga 30242
Shell Food Mart 6039,6039 hillandale dr lithonia ga 30058
268-Citgo Food Mart-Mableton-GA,268 veterans memorial hwy sw mableton ga 30126
Exxon Food Mart 1290,1290 veterans memorial hwy sw mableton ga 30126
Shell Food Mart 873,873 veterans memorial hwy se mableton ga 30126
1175-Chevron Food Mart-Marietta-GA,1175 powder springs st marietta ga 30069
264-Shell Food Mart-Marietta-GA,264 powers ferry road marietta ga 30067
5540-Chevron Lake City-Morrow-GA,5540 jonesboro road morrow ga 30260
KTMD Investment LLC,710 w elm st rockmart ga 30153
Sunoco Gas Station,2039 maple ave sw rome ga 30161
Rome Marathon,3007 rockmart rd se rome ga 30161
Texaco Food Mart,3580 n decatur rd scottdale ga 30079
540-Citgo Food Mart-Smyrna-GA,540 concord rd se smyrna ga 30082
Citgo Food Mart,2059 atlanta hwy se statham ga 30666
Texaco 6201,6201 memorial dr stonemountain ga 30083
Chevron Food Mart 1131,1131 n hairston rd suite a stonemountain ga 30083
AMERICAN EAGLE 1,2690 big a rd toccoa ga 30577
Arlington Food Mart,6010 e 30th st indianapolis in 46219
Super Al's,1270 texas ave alexandria la 71301
SPI Mini Mart,2515 government st batonrouge la 70806
Acadian Grocery,1150 s acadian thruway batonrouge la 70806
Tiger Den,4405 alvin dark ave batonrouge la 70820
Countryside Exxon,7980 barksdale blvd bossiercity la 71112
Chevron,102 la 14 delcambre la 70528
Chevron,27750 juban rd denhamsprings la 70726
Shell Gas,9102 cameron st duson la 70529
Exxon,799 behrman hwy gretna la 70056
Chevron,181 w airline hwy kenner la 70062
Payless Tobacco ,381 w esplanade ave kenner la 70065
Champagnes Market,454 heymann blvd lafayette la 70503
Chevron ,3809 la 22 mandeville la 70471
Discount Zone ,8000 w metairie ave metairie la 70003
Shell Gas,6600 veterans memorial blvd metairie la 70003
Exxon,3528 s i 10 service rd w metairie la 70001
Exxon,1926 newton st neworleans la 70114
Shell Gas,7001 bullard ave neworleans la 70128
Prytania Mart ,3636 prytania st neworleans la 70115
Exxon,5701 crowder blvd neworleans la 70127
Exxon,3101 elysian fields ave neworleans la 70122
Exxon,3622 general de gaulle dr neworleans la 70114
Exxon,4101 s claiborne ave neworleans la 70125
Ray's Time Saver,601 robert blvd slidell la 70458
Moody's Time Saver,2100 gause blvd slidell la 70461
Starks Truck Stop,4344 la 12 starks la 70661
Exxon,8692 river rd westwego la 70094
Chevron,3901 verot school rd youngsville la 70592
Chevron,3217 e milton ave youngsville la 70592
Davidson Road Marathon,2320 davison rd flint mi 48506
Dort BP,822 s dort hwy flint mi 48503
Express Mart,100 s wall st benson nc 27504
Burlington Family Fare,2227 maple ave burlington nc 27215
Single Stop #2 ,84 new clyde hwy canton nc 28716
Single Stop #5,6783 cruso rd canton nc 28716
Franks Outpost ,10703 cruso rd canton nc 28716
Single Stop Southside,165 pisgah dr canton nc 28716
Bliss 44,8559 chapel hill rd cary nc 27513
Falconbridge Family Fare,6007 farrington rd chapelhill nc 27517
Airport Family Fare,1201 mlk jr blvd chapelhill nc 27514
Eastway Express,1500 eastway drive charlotte nc 28205
Tryon Tobacco &amp; Vapes,7705 s tryon street unit c charlotte nc 28217
All Hrs,426 westinghouse blvd charlotte nc 28273
Tobacco and Vape Plus,4450 the plaza charlotte nc 28215
Single Stop Clyde,8721 carolina blvd clyde nc 28721
Rosemart 102,2572 w lyon station rd creedmoor nc 27522
Family Market of Dunn,610 e broad st dunn nc 28334
 Family Fare Garret Road,4525 durham chapel hill blvd durham nc 27707
Town Mart,1432 e lawson st durham nc 27703
Stop One Food Mart,1103 n miami blvd durham nc 27703
Joyland Family Fare,2406 holloway st durham nc 27703
Trinity Food Mart,403 w trinity ave durham nc 27701
Ponderosa Family Fare,5616 yadkin road fayetteville nc 28303
Haymont Family Fare,902 hay st fayetteville nc 28305
Cliffdale Family Fare,6891 cliffdale rd fayetteville nc 28314
Quick RC Shop,1440 e franklin blvd gastonia nc 28054
GBO Colosseum Family Fare,2514 high point road greensboro nc 27403
Lee Street Family Fare,3320 east lee greensboro nc 27406
East Market Family Fare,2300 e market st greensboro nc 27401
East Carolina Family Fare,1531 greenville blvd se greenville nc 27858
Stop Shop,213 e 5th st greenville nc 27858
US Minimart,221 e main st havelock nc 28532
Speedezs,1551 dabney dr henderson nc 27536
Westchester Family Fare,1901 westchester dr highpoint nc 27262
College Village Family Fare,1101 e lexington ave highpoint nc 27262
Cashions #5,16600 nc 73 huntersville nc 28078
Cashions #2 ,101 n old statesville rd huntersville nc 28078
Yaya Mini Mart,401 centerview st kannapolis nc 28083
Kings Food Store ,320 waco rd kingsmountain nc 28086
Poor Boy General Store,5824 poor boy farm rd knightdale nc 27545
Lane Express Food Mart 2,601 riverside dr lincolnton nc 28092
Hawfield General Store,2048 nc 119 mebane nc 27302
777 Food Mart,11585 nc 42 middlesex nc 27557
Lee's Quick Stop ,303 n main st mountholly nc 28120
SK Food Mart ,1204 s main st mountholly nc 28120
Exxon 14,479 w washington st nashville nc 27856
Super Stop,1701 neuse blvd newbern nc 28560
Best Bet #2,1503 harnett dunn hwy newtongrove nc 28366
BM Food Mart,12740 lancaster hwy pineville nc 28134
Grocery Boy Jr #36 ,2101 lake wheeler rd raleigh nc 27603
S. Wilmington Family Fare,2570 s wilmington st raleigh nc 27610
Starmount Mart,3320 capital blvd raleigh nc 27604
Duraleigh Family Fare,5800 duraleigh rd raleigh nc 27612
Thunder &amp; Lightning Vapes,14460 falls of neuse rd raleigh nc 27614
Fast Food Mart #1 ,2285 new hope church rd raleigh nc 27604
New Bern Avenue Exxon ,1200 new bern ave raleigh nc 27610
Bull Market 132,801 s new hope rd raleigh nc 27610
Stop N Shop,219 s wilmington st raleigh nc 27610
6 Twelve Convenience Store,2109 avent ferry road raleigh nc 27606
Uncle Bills Mini Mart,1825 n new hope rd raleigh nc 27604
Wesleyan Blvd Family Fare,1317 n wesleyan blvd rockymount nc 27804
Spee Dee Mart,402 park ave salisbury nc 28144
Third Street Store  #1,232 mciver st sanford nc 27330
Mikes #11,517 n lafayette st shelby nc 28150
Smokerz Depot,1516 e 11th st silercity nc 27344
Rosemart 201,942 durham rd wakeforest nc 27587
Wildcat Family Fare,1032 market st wilmington nc 28401
EZ Pass Tobacco And Vape,5120 s college rd wilmington nc 28412
Circle H Store #2,3801 nash st n wilson nc 27896
Ward Blvd Family Fare,401 ward blvd wilson nc 27893
Circle H Store #1,1701 raleigh rd pkwy w wilson nc 27896
Parkway Family Fare,3130 university pkwy winstonsalem nc 27105
Brewer Family Fare,2700 peters creek pkwy winston salem nc 27127
Hospital Family Fare,1427 w 1st st winston salem nc 27101
Jonestown Rd Family Fare,701 jonestown rd winston salem nc 27103
Liberty Plus,3305 n liberty st winston salem nc 27105
Gas &amp; Save,863 w exchange st akron oh 44302
Archwood Marathon Gas Station,745 e archwood ave akron oh 44306
Woodlawn Food Market ,1910 woodlawn ave nw canton oh 44708
Gas Way,10606 bellaire rd cleveland oh 44111
Race Fuel W 130th,3945 w 130th st cleveland oh 44106
Rubins Family Restaurant,14651 lorain ave cleveland oh 44111
Tremont Convenience Food Mart,2630 w 14th st  cleveland oh 44113
Euclid Superior Shell,13441 euclid ave eastcleveland oh 44112
CFM Independence,7112 brecksville rd independence oh 44131
Corner Market BP,5615 mayfield rd lyndhurst oh 44124
Jimmy Ds,3174 oh 82 mantua oh 44255
Vitrum Smoke Shop - North Olmsted ,25193 lorain rd northolmsted oh 44070
Harrys FM Walnut,33 w walnut st painesville oh 44077
Harrys FM Richmond,161 richmond st painesville oh 44077
Audrey's Deli,6347 state rd parma oh 44134
Le Monde Sunoco,3569 lee rd shakerheights oh 44120
Oak Speed Check ,1904 oak st youngstown oh 44506
Mcguffey Speed Check ,1050 mcguffey rd youngstown oh 44505
Highway 34 Market,33166 or 34 albany or 97322
97 Market,3730
Ma &amp; Pa Market,1200 sw washington st portland or 97205
Jubitz Truck Stop,10350 n vancouver way portland or 97217
Lil' Pantry,7600 crater lake hwy whitecity or 97503
Calbert's Shell Isla Verde,3106 av isla verde carolina pr 00979
Gulf Gas,pr 4466 isabela isabela 00690 pr isabela bitcoin atm">Gulf Gas</a
Puma 210,1220 ave fernandez juncos sanjuan pr 00910
Puma#163,1716 cll 38 s o sanjuan sanjuan 00921 pr san juan bitcoin atm">Puma#163</a
Gulf,312 avenida barbosa sanjuan sanjuan 00917 pr san juan bitcoin atm">Gulf</a
Pantry Plus,5820 fairfield rd columbia sc 29203
Buck's Sport Shop and Market,3522 river drive columbia sc 29201
Quick Mart Exxon,6000 monticello rd columbia sc 29203
Beltline One Love ,3922 w beltline blvd columbia sc 29204
Royal Farm Irmo,10401 broad river rd irmo sc 29063
Adams Grocery ,599 s wilson st rockhill sc 29715
16141-I 10 Travel Plaza-Baytown-TX,16141 i 10 east baytown tx 77523
1901-Baytown Travel Plaza-Baytown-TX,1901 east freeway baytown tx 77521
Break Time Phillips 66,8610 fm 3180 rd baytown tx 77523
Brookshire Truck Stop,541 farm to market 1489 brookshire tx 77423
Star Chevron Grocery,1500 w william joel bryan pkwy bryan tx 77803
Gig Em Kwik Stop,4401 old college rd bryan tx 77801
Sun Stop #2,814 w commerce st buffalo tx 75831
16121-Diamond Food Mart-Channelview-TX,16121 i 10 east channelview tx 77530
1109-Cleveland Valero-Cleveland-TX,1109 e houston st cleveland tx 77327
Snappy Food Mart Rock Prairie,12677 fm 2154 collegestation tx 77845
Roadster #1,4870 farm to market rd 1488 conroe tx 77384
Sunshine Food Mart #1,2750 farm to market rd 1488 conroe tx 77384
Snappy Mart Conroe,8546 tx 242 conroe tx 77385
On The Corner Food Store,1272 e loop 304 crockett tx 75835
7202-Texan Market-Cypress-TX,7202 fry rd cypress tx 77433
Dayton Chevron,304 w linney st dayton tx 77535
Deer Park Ventures Valero,3614 center st deerpark tx 77536
Falcon Express Freeport,1607 tx 332 freeport tx 77541
2404-Tiger Trac-Highlands-TX,2404 e wallisville rd highlands tx 77562
Airport Express,9223 airport blvd houston tx 77061
La Petite Market,9430 westpark dr houston tx 77063
17225-Sheldon Travel Center-Houston-TX,17225 crosby fwy houston tx 77049
11095-Zip In Zip Out-Houston-TX,11095 ella blvd houston tx 77076
125-Ashleys Remington Ranch-Houston-TX,125 remington valley dr houston tx 77073
6102-Highway 6 Chevron-Houston-TX,6102 highway 6 n houston tx 77084
14711-Handi Stop #21-Houston-TX,14711 fm 529 rd houston tx 77095
Revolution #4,1801 ella blvd houston tx 77008
Zip In Zip Out Blackhawk,10103 s sam houston pkwy e houston tx 77075
Falcon Express 30,11102 east fwy houston tx 77029
Moes B and J Valero,12672 veterans memorial dr houston tx 77014
Stop N Go Valero,9299 richmond ave houston tx 77063
Roadster #5 Cutten,12455 cutten rd houston tx 77066
DJ Food Mart #2,13203 veterans memorial dr houston tx 77014
1183-FastPass Market Exxon-Houston-TX,1183 w tidwell houston tx 77091
15150-Texan Market-Houston-TX,15150 bissonnet street houston tx 77083
Zip In Zip Out Hiram Clarke,12951 hiram clarke rd houston tx 77045
2602-Breaktime Richmond Ave-Houston-TX,2602 richmond avenue houston tx 77098
Zip In Zip Out Alemeda,3509 almeda genoa rd houston tx 77047 tx houston bitcoin atm">Zip In Zip Out Alemeda</a
Jr. Shell Scott,6625 scott st houston tx 77021
8330-Zip In Zip Out-Houston-TX,8330 w bellfort ave houston tx 77071
Texan Food Mart,9445 clodine rd houston tx 77083
Roadster Wilcrest,3818 wilcrest dr houston tx 77042
Revolutions 2,9825 jones rd houston tx 77065
Roadster Texan Mart,1127 w rankin rd houston tx 77067
Handi Stop 60 Chevron,17950 north fwy houston tx 77090
Roadster Rankin,647 rankin rd houston tx 77073
Leap Frog Shell,12525 n lake houston pkwy houston tx 77044
Revolutions,10414 richmond ave houston tx 77042
Roadster 13,11902 w little york rd houston tx 77041
Roadster Richey,909 e richey rd houston tx 77073
Roadster 14,19401 aldine westfield rd houston tx 77073
Roadster 10,12011 alief clodine rd houston tx 77082
King Fuels Almeda Shell,6019 almeda rd houston tx 77004
OST Citgo,2802 old spanish trail houston tx 77054
Zoom Corner Store,6920 cook rd houston tx 77072
Break Time Store Woodforest,14647 woodforest blvd houston tx 77015
McRae 007 Valero,8118 martin luther king blvd houston tx 77033
Clay Mart Express,18691 clay rd houston tx 77084
Falcon Express #10 Crosstimbers,1210 e crosstimbers st houston tx 77022
Polk Street Shell,4910 polk st houston tx 77023
Post Oak Valero,14522 s post oak rd houston tx 77045
Steeple Park Food Store,12453 steeple way blvd houston tx 77065
Cypress Mart Texaco,2111 fannin st houston tx 77002
Zip In Zip Out Langwick,950 langwick dr houston tx 77060
Handi Stop 2,12520 beaumont hwy houston tx 77049
15615-Texas Travel Plaza-Humble-TX,15615 eastex freeway humble tx 77396
Speedy Express 35 Humble,301 1st st e humble tx 77338
18401-Exxon Gas-Humble-TX,18401 w lake houston pkwy humble tx 77346
Roadster #9,21505 aldine westfield rd humble tx 77338
Breeze Market,9723 n sam houston parkway east humble tx 77396
Roadster Travel Center,13745 i 35 jarrell tx 76537
Speedy Express 39 Franz Rd,25010 franz rd katy tx 77493
Snappy Mart Chevron Katy,5002 e 5th st katy tx 77493
Cinco Ranch Food Store,2950 mason rd katy tx 77450
Crawdad's Food Mart,940 s pine st kountze tx 77625
Speedy Express Lake Jackson,502 tx 332 lakejackson tx 77566
Liberty Chevron,2770
O Lucky Livingstion Exxon,909 w church st livingston tx 77351
On The Road Travel Center,4110 s 1st st lufkin tx 75901
Kwik Korner Food Store,203 s timberland dr lufkin tx 75901
Hardin Store Express,28303 dobbin huffsmith rd magnolia tx 77354
24/Seven #18,787 honea egypt rd magnolia tx 77354
Magnolia Food Mart Shell,37127 fm 1774 magnolia tx 77355
North Food Store,5105 north st nacogdoches tx 75965
2330-Nasa Space Center Fuel-Nassau Bay-TX,2330 nasa pkwy nassaubay tx 77058
Sun Stop #9,506 broad st oakwood tx 75855
Bunny Stop,3501 fairmont pkwy pasadena tx 77504
Kool Korner Food Mart Exxon,602 fairmont pkwy pasadena tx 77504
SimplC Phillips 66 ,3057 e broadway st pearland tx 77581
2620-Country Place Conoco-Pearland-TX,2620 mchard road pearland tx 77584
22510-Ashleys Valley Ranch-Porter-TX,22510
Speedy Express 40,23655 farm to market 1093 richmond tx 77407
Richmond Exxon,2213 thompson rd richmond tx 77469
Roadster #19 Richwood,4400 brazosport blvd n richwood tx 77531
15013-In n Out Express-Rosharon-TX,15013 hwy 6 rosharon tx 77583
Speedy Express Skidmore,105 s 8th st skidmore tx 78389
South Houston Food Store,2212 tx 3 southhouston tx 77587
23307-Aldine Westfield Valero-Spring-TX,23307 aldine westfield spring tx 77373
Bright Food Exxon,23806 aldine westfield rd spring tx 77373
Handi Stop # 37,11931 spring cypress rd tomball tx 77377
Victoria Mini Mart,2207 n ben jordan st victoria tx 77901
Stuckey's Hankamer,36311 i 10 winnie tx 77665
Smokers Choice,1116 sparrow rd chesapeake va 23325
Five Brothers Food Mart - Exxon Gas,37 s armistead ave hampton va 23669
Stop &amp; Go Hampton 2,3370 commander shepard boulevard hampton va 23666
Chickpea Mart,1404 e pembroke ave hampton va 23663
Happy Shopper,1255 n king st hampton va 23669
Newport News Family Fare,683 j clyde morris blvd newportnews va 23601
EZ Mart,13797 warwick blvd newportnews va 23602
Prince George BP,12600 s crater rd petersburg va 23805
Port Norfolk Supermarket,301 mt vernon ave portsmouth va 23707
Freedom Food Mart,3599 victory blvd portsmouth va 23701
M &amp; M Convenience &amp; Tobacco Vape,3406 forest hill ave richmond va 23225
