Store Name, Address
Quikmart,745 South Tucson Boulevard Tucson AZ USA
Texaco Food Mart,5405 Dr M.L.K. Jr St N St. Petersburg FL USA
Speedy Food Mart/ Citgo Gas,1064 North US Highway 17 92 Longwood FL USA
Mobil Gas Station,1060 East Park Avenue Libertyville IL USA
Foremost Liquors,145 U.S. 45 Grayslake IL USA
Citgo Gas,1810 Mt Hope Church Rd McLeansville NC USA
Fast &amp; Easy Mart,2442 W Imola Ave Napa CA USA
Quick Shop/ Cenex,4732 State Avenue Kansas City KS USA
Quick Shop/ BP Gas,3200 State Ave Kansas City Kansas USA
Breeze Thru/ BP Gas,961 Old U.S. 601 Mount Airy NC USA
Shop Smart,535 Northeast 24th Street Pompano Beach FL USA
Fiji Mart,218 Stuyvesant Avenue Lyndhurst NJ USA
BP Gas,2200 W Galena Blvd Aurora IL USA
Dylan’s Food Mart,1900 N Main St Las Cruces New Mexico USA
Conimicut Liquors,1230 W Shore Rd Warwick RI USA
Lakeline Food Stop,1075 North Lakeline Boulevard Cedar Park TX USA
BP Gas,4924 60th St Kenosha WI USA
Jacob’s Liquor,7340 State Hwy 78 Sachse TX USA
Marathon Gas,1905 W Franklin St Evansville IN USA
Mach 1,902 West Bloomington Road Champaign IL USA
Mach 1/ Philips 66,1409 S 42nd St Mt Vernon IL USA
Mach 1,1525 Georgetown Road Danville IL USA
1848 American Shaman,3415 Williams Dr Georgetown TX USA
Time Out Auto Fuel Mart,49950 Northwest Sunset Highway Banks OR USA
Just Blaze,1001 East Camelback Road Phoenix AZ USA
Exxon Gas,115 Legacy Pkwy Springville Alabama USA
Snackers/ Sinclair Gas,3315 S Valley View Blvd Las Vegas NV USA
United Mini Mart,823 East Ogden Avenue Las Vegas NV USA
Mario’s WestSide Market,1960 N M.L.K. Blvd Las Vegas NV USA
Shell Gas,890 North Earl Rudder Freeway Bryan TX USA
Bunny Stop/ Volco Gas,3119 Pasadena Blvd Pasadena TX USA
J&amp;B Mini Mart,11a Neptune Rd Kissimmee Florida USA
Klasic Liquor,1441 East Fletcher Avenue Tampa FL USA
A &amp; A Food Mart,8621 Westheimer Road Houston TX USA
JJ’s Mart,3708 Texas Parkway Missouri City TX USA
Corner Market,1540 Katy Gap Road Katy TX USA
Park Inn City Food Mart,2000 16th St N St. Petersburg Florida USA
American Indian Cuisine,138 Cyril Magnin Street San Francisco CA USA
Kwik Stop,3481 Clayton Rd Concord CA USA
Citgo Gas,199 Weakley Ln Smyrna TN USA
Smoke Break,9549 Telegraph Rd Pico Rivera CA USA
Royal Travel Center/ Shell,1003 East Criner Street Grandview TX USA
Shell,8800 West Road Houston TX USA
Ez Stop,1155 East Red Bird Lane Dallas TX USA
Grab-n-Go/RaceWay,5763 MS-18 Jackson MS USA
Kroozin Lawndale,7201 Lawndale Street Houston TX USA
Vintage Food Mart,1108 Main St St. Helena CA USA
DJ Wine And Spirits,6109 West Diversey Avenue Chicago IL USA
Sam’s Quick Stop,3518 West Buckeye Road Phoenix AZ USA
Kingspoint Mart,10640 Kingspoint Road Houston TX USA
Nature’s Nutrition,383 Brick Blvd Brick Township NJ USA
Noel’s Liquor,840 North 48th Street Lincoln NE USA
Chevron,110 Pointe Loop Drive Venice FL USA
Siesta Marathon,6212 South Tamiami Trail Sarasota FL USA
One Stop Shop,3029 Duff Rd Lakeland Florida USA
Country Mart,14512 West Rd Houston TX USA
BP Gas,1630 Wheeling Avenue Muncie IN USA
Marathon Gas,500 East Wysor Street Muncie IN USA
Marion Food Mart/ McClure Gas,1503 South Baldwin Avenue Marion IN USA
Sweetser Food Mart/ BP Gas,4922 South Western Avenue Marion IN USA
S and K Food Mart,6014 E Washington St Indianapolis IN USA
Marathon Food Center,50 Thompson Rd Indianapolis IN USA
KPS Food Mart,1541 Thompson Rd Indianapolis IN USA
Franklin Food Mart,4977 N Franklin Rd Indianapolis IN USA
Malty Chevron,11529 East Carson Street Lakewood CA USA
Central Gas &amp; More,7950 Forest Ln Dallas TX USA
Aqueous Vapor,1406 Forum Blvd Columbia MO USA
Aqueous Vapor,21 Conley Rd Columbia MO USA
Aqueous Vapor,601 Business Loop 70 East Columbia MO USA
Marathon,9605 Pendleton Pike Indianapolis IN USA
Pit Stop,807 West Haggard Avenue Elon NC USA
Wilmette Food Mart,531 Green Bay Rd Wilmette IL USA
Jays Discount Beverage &amp; Liquor,2400 Southeast 1st Avenue Ocala FL USA
Jiffy Food,418 13th Street St. Cloud FL USA
OG Tobacco,1901 South Alameda Street Los Angeles CA USA
Smoke Shop,13523 Francisquito Avenue Baldwin Park CA USA
Perry’s Liquor,1522 Railroad Street Oceano CA USA
Val’s Liquor,132 Soscol Avenue Napa CA USA
7-Eleven,15991 Magnolia St Westminster CA USA
Howdy Foodmart,12666 TX-31 Tyler TX USA
City Discount Beverage &amp; Smoke,370 East Main Street Apopka FL USA
Sky’s Beverage Depot,4635-37 North Broadway Chicago IL USA
Freddy’s Quick Serve/ Valero,1296 Dawsonville Highway Gainesville GA USA
Daly City Jug Shop,242 Skyline Plaza Daly City CA USA
Ace Liquor,9070 Moffett Road Semmes AL USA
Fast &amp; Easy Mart/ Shell/ McDonald’s,430 Noble Avenue Farmersville California USA
Home Town Liquor Store LLC,1000 East Black Horse Pike Pleasantville NJ USA
Marathon Gas,4230 Fairfield Avenue Fort Wayne IN USA
BP Gas/ Hop It Market,1610 Lincoln Avenue Waukesha WI USA
Farmers Pride Produce,2110 North Milwaukee Avenue Chicago IL USA
Shell Food Mart,8525 East 10th Street Indianapolis IN USA
Farmers Pride Produce,756 North Western Avenue Chicago IL USA
S&amp;L Food &amp; Liquor,4958 West Fullerton Avenue Chicago IL USA
Westside Liquor &amp; Craft Beer,1310 West Speedway Boulevard Tucson AZ USA
Tremont Variety,285 Tremont Street Boston MA USA
Broadway Laundromat,360 West Broadway Boston Massachusetts USA
Fast Stop Superette,3702 Picciola Road Leesburg FL USA
Mamata Food Mart/ Chevron,3001 49th Street North St. Petersburg FL USA
Mobil Gas,10005 East 42nd Street Indianapolis IN USA
Marathon Gas,2001 Brooklyn Avenue Fort Wayne Indiana USA
Marathon Gas,1130 Goshen Avenue Fort Wayne IN USA
Marathon Food Mart,5628 North Illinois Street Indianapolis IN USA
Mobil Food Mart,3207 Central Ave Indianapolis IN USA
Hiway Food Mart,700 West Church Street Orlando FL USA
Corner Express,3202 East McDowell Road Phoenix AZ USA
Sinclair Gas,2164 Nadeau Street Los Angeles CA USA
R&amp;M Grocery,2401 Martin Luther King Jr Dr Albany GA USA
Sunrise Market,1119 Lafayette Road Rossville GA USA
Orlando Grocery,6435 Old Winter Garden Road Orlando FL USA
Manhattan Citgo,4532 South Manhattan Avenue Tampa FL USA
7 Days Food Mart/Citgo,11561 Walsingham Road Largo FL USA
Discount Beverage,532 South Duncan Drive Tavares Florida USA
Sudz Coin Laundry,1479 White Ln Bakersfield California USA
Pump and Munch,5025 Broadway Ave Haltom City TX USA
Crossroad Food Mart/Texaco,180 Butterworth Road Canton GA USA
Al’s Quick Stop/Sunoco,547 North Hunter Highway Drums PA USA
Exxon Truck Stop,22263 U.S. 59 Queen City TX USA
Roadway,203 9th Street San Leon TX USA
Chevron,2730 Sheridan Street Hollywood FL USA
Exxon Gas,2013 W Michigan St Indianapolis IN USA
Lucky Liquor,4009 West Valencia Drive Fullerton CA USA
Sunoco Gas,2950 Cold Spring Road Indianapolis IN USA
Exxon Gas,952 Maple Avenue Noblesville IN USA
Hiciano Grocery Store,1316 44th Street Orlando FL USA
Al’s Quick Stop/ Exxon,527 N Main St Taylor Pennsylvania USA
Stewart Market,2021 Stewart Avenue Las Vegas NV USA
Angie’s Beer and Smoke,3563 West Dunlap Avenue Phoenix AZ USA
Sunshine Food/ Sunoco,3995 U.S. 1 Cocoa FL USA
Humble Express/ Valero,5006 Atascocita Road Atascocita TX USA
Ivy Food Mart,9501 Veterans Parkway Midland GA USA
Marathon,1638 Shelby Street Indianapolis IN USA
Central Food Mart,2508 Central Avenue Anderson IN USA
Sunshine Food/ BP,1201 North 9th Street Springfield IL USA
KD Cats Lucky 7 Lounge,4109 N Prospect Rd Peoria Heights IL USA
Shell,3606 North Prospect Road Peoria IL USA
Wine &amp; Winners,859 North Henderson Street Galesburg IL USA
BP Gas,700 McKinley Ave Bartonville IL USA
Mobil Gas,319 East Main Street Knoxville IL USA
Quick N Easy,1415 East Jackson Street El Campo TX USA
BP Gas,1935 Boughton Rd Woodridge IL USA
San Pedro Shell,990 North Western Avenue San Pedro CA USA
Parsons Food &amp; Fuel,1301 North Parsons Avenue Brandon FL USA
BP Gas,10305 Washington Hwy Glen Allen VA USA
BP,1535 Kenilworth Avenue Northeast Washington DC USA
On The Go Mart,8901 Howard Dr Houston Texas USA
TJ’s Grocery Mart,1366 State Hwy 87 Crystal Beach TX USA
USA Grocers,904 W M.L.K. Jr Blvd Tampa FL USA
Michaels Food Store,1787 Indian Rocks Road Largo FL USA
Bethel Food Mart,1406 Naamans Creek Road Garnet Valley PA USA
Shell Station Truck Stop,15415 Eastex Freeway Service Road Humble TX USA
Needzstop,3819 N Twin City Hwy Nederland TX USA
Fannin Food Mart,625 Fannin Street Houston TX USA
Bunny Stop #3,7015 Spencer Hwy Pasadena TX USA
Ezstop 5,102 Royal Blvd Malakoff TX USA
Marathon Gas,817 South Dirksen Parkway Springfield IL USA
Kwik Way Foods,6905 Municipal Drive Orlando FL USA
Shop N’ Go,714 North Hastings Street Orlando FL USA
The Wash Line,213 W Broad St Palmyra NJ USA
Philips 66,1166 North Main Street Newcastle OK USA
7-Eleven,3019 Meade Avenue San Diego CA USA
San Clemente Car Wash,1731 North El Camino Real San Clemente CA USA
Huntington Beach Car Wash,18971 Beach Blvd Huntington Beach CA USA
Quick Stop,21 Harmony Road Gibbstown New Jersey USA
Lucky Liquors,4381 South Western Avenue Los Angeles CA USA
Arco,10809 North Frank Lloyd Wright Boulevard Scottsdale AZ USA
Valero,480 West Warner Road Tempe AZ USA
Circle K,1 East Hellman Avenue Alhambra CA USA
SKM Group Chevron ExtraMile,22802 South Figueroa Street Carson CA USA
Quickwash Laundromat,100 Summerhill Road Spotswood NJ USA
Allwood Liquor,60 Market Street Clifton NJ USA
Nicasias’ Deli,253 Main Street Keansburg New Jersey USA
Citgo,4625 Rivers Avenue North Charleston SC USA
George’s Beverage Depot,5401 South Wentworth Avenue Chicago IL USA
Bindiya Inc,500 Holiday Plaza Drive Matteson IL USA
Express Way,3925 Broadway Blvd Garland TX USA
Quikin Food Mart,101 East San Augustine Street Deer Park TX USA
OKC Super Market,900 West Reno Avenue Oklahoma City OK USA
Puran Star,7401 South May Avenue Oklahoma City OK USA
Shell Gas,1739 Buford Highway Cumming GA USA
Al’s Quick Stop,1220 Wheeler Avenue Dunmore PA USA
Al’s Quick Stop,308 South Main Street Pittston PA USA
Phillips 66,718 W Stadium Blvd Jefferson City MO USA
Breeze Thru,3258 NC-8 Germanton NC USA
Breeze Thru,525 Mountain View Road King NC USA
Breeze Thru,1304 West Pine Street Mount Airy NC USA
Shell,19011 East Quincy Avenue Aurora CO USA
Quick Fuel of Largo,1990 West Bay Drive Largo FL USA
Salina’s,2477 Rifle Range Road Winter Haven Florida USA
Seaz Minimart,1701 South Bay Street Eustis FL USA
Marathon Gas,7700 South Northshore Drive Knoxville TN USA
Smoker’s Outlet,921 N Western Ave Peoria IL USA
BP Gas,10446 Patterson Avenue Richmond Henrico VA USA
Mesa Liquor,1930 East Broadway Road Mesa AZ USA
Time Express,5251 West Gulf Bank Road Houston TX USA
Exxon,6727 Riggs Road Hyattsville MD USA
Citgo,5950 East 38th Street Indianapolis IN USA
Exxon,9002 Pendleton Pike Indianapolis IN USA
Shell,3405 North Sherman Drive Indianapolis IN USA
Virginia Market,702 East Virginia Avenue Phoenix AZ USA
Breeze Thru,8321 Jenks Road Apex NC USA
Breeze Thru,902 U.S. 64 Apex NC USA
Wheeler BP,4429 Wheeler Rd Oxon Hill Maryland USA
Hoosier To Go Petroleum,4949 Thompson Rd Indianapolis IN USA
Illinois Valley Food &amp; Deli,235 3rd Street LaSalle IL USA
Five Star,10s620 Kingery Hwy Willowbrook IL USA
Citgo,6116 Ringgold Road Chattanooga TN USA
24 Seven,15295 Hwy 105 Montgomery TX USA
24 Seven,11750 Barker Cypress Road Cypress TX USA
Grant Corner Store,15001 Grant Rd Cypress TX USA
A-1 Food Mart,7621 Cook Rd Houston Texas USA
Al’s Quick Shop,1172 East Drinker Street Dunmore PA USA
Forrest Hill Liquors,2009 West Forrest Hill Avenue Peoria IL USA
Cedar Food Mart,2526 Cedar Drive La Marque TX USA
Breeze Thru,1921 Bass Lake Road Fuquay-Varina NC USA
Breeze Thru/ Marathon Gas,703 E Market St Smithfield North Carolina USA
Resaca Food Mart,4501 South Dixie Highway Resaca GA USA
Citgo,3313 Southeast Dixie Highway Stuart FL USA
Big D Food Mart,11555 Ferguson Road Dallas TX USA
Mystik Food Mart,2413 4th Ave Chattanooga Tennessee USA
Shell,3399 North Scottsdale Road Scottsdale AZ USA
Shell,31414 North Cave Creek Road Cave Creek AZ USA
Discount Food Market,1802 East McDowell Road Phoenix AZ USA
Diamond R Food Mart,402 East Prince Road Tucson AZ USA
Citgo,1998 Dayton Blvd Chattanooga TN USA
Golf Liquor,606 East Golf Road Arlington Heights IL USA
Shell Gas,335 6th St Annapolis MD USA
Food &amp; Beverage,1011 Caroline St West Palm Beach FL USA
Shell Gas,4550 Hollywood Blvd Hollywood FL USA
Aqueous Vapor,2032 8th St Coralville IA USA
Aqueous Vapor,5345 Elmore Avenue Davenport IA USA
Aqueous Vapor,4113 Kennedy Drive East Moline Illinois USA
PnP Gas,1300 East Cheltenham Avenue Philadelphia PA USA
Citgo,4626 Lancaster Avenue Philadelphia PA USA
Exxon Gas,1001 E Baltimore Ave Lansdowne PA USA
Food N Fuel,2951 Centerpoint Way Elwood IL USA
Gas N Wash/ Dunkin,1201 West Jefferson Street Shorewood IL USA
Gas N Wash,19990 South La Grange Road Mokena IL USA
Gas N Wash/ Dunkin,174 W Court St Kankakee IL USA
Gas N Wash/ Dunkin,5916 North Convent Street Bourbonnais IL USA
Aqueous Vapor,902b 23rd Street Lawrence Kansas USA
Citgo,7150 Torresdale Ave Philadelphia PA USA
Quick Stop Liquors,5423 South Palo Verde Road Tucson AZ USA
Kwik Mart,2650 West Glenrosa Avenue Phoenix AZ USA
Indy Stop/ Citgo,1731 East 52nd Street Indianapolis IN USA
On My Way/ Shell Gas,4815 Fairmont Parkway Pasadena Texas USA
Mobil Gas,2371 E Baseline Rd Gilbert AZ USA
Valero Gas,2829 N Main St Baytown TX USA
Time Express/ Shell Gas,803 East Airtex Drive Houston TX USA
Z Magic Food Store/ Exxon Gas,1141 East Walnut Street Garland TX USA
Cubby’s/ Shell,416 Platte River Rd Gothenburg NE USA
Cubby’s/ Cenex,601 South 13th Street Omaha NE USA
Smoker’s Outlet,2309 N Washington Rd Nashville Washington IL USA
Sinclair Gas,4201 N Franklin Rd Indianapolis IN USA
Aqueous Vapor,15001 Manchester Road Ballwin MO USA
Shell Gas,3047 Glendale Blvd Los Angeles CA USA
Chevron Gas,5611 Hollywood Blvd Hollywood FL USA
Kissimmee Smoke Shop &amp; C-Store,1901 West Vine Street Kissimmee FL USA
Chevron,1570 West Grant Road Tucson AZ USA
Fill N Chill,3120 Northwest Freeway Wichita Falls TX USA
Danny Foix/ Shell Gas,2620 Southwest Parkway Wichita Falls TX USA
Danny Foix/ Fill N Chill,1508 Southwest Parkway Wichita Falls TX USA
Cubby’s/ Cenex,200 Tower Road Dakota Dunes South Dakota USA
Cubby’s/ Cenex,3420 N Cliff Ave Sioux Falls SD USA
Cubby’s/ Cenex,2101 West 49th Street Sioux Falls SD USA
Speedy Mini Mart,2901 East Arkansas Lane Grand Prairie TX USA
English Mart/ CountryMark,3747 English Avenue Indianapolis IN USA
Highway Food Store,269 TX-75 Huntsville TX USA
Express Mart/ Chevron Gas,3915 Phelan Blvd Beaumont TX USA
Shell Gas,5850 Ridgewood Rd Jackson MS USA
Fuel Time,1133 Raymond Road Jackson Mississippi USA
Mezo 24/7  Smoke Shop,4949 South 12th Avenue Tucson AZ USA
Koko Market,12551 Martindale Road Houston TX USA
Express Lane,9901 Spencer Hwy La Porte TX USA
Hobby Food Mart/ Chevron Gas,7050 Telephone Road Houston TX USA
Marathon Gas,3235 IN-142 Martinsville IN USA
Star Mart/ Exxon Mobile,1032 MS-471 Brandon MS USA
Fuel Time,410 Beasley Rd Jackson MS USA
Shell Gas,10629 Loveland Madeira Road Loveland OH USA
Shell Gas,55 Kibby Ln Cincinnati Ohio USA
Chevron Gas,12801 Southwest 42nd Street Miami FL USA
A to Z Mart,600 North Eastman Road Longview TX USA
Shop N Go Store,1100 Decker Drive Baytown TX USA
76 Gas Station,18742 Main St Huntington Beach CA USA
E-Z Way Shopping,4700 East Lancaster Avenue Fort Worth TX USA
Valero Gas,2829 Okeechobee Road Fort Pierce FL USA
Five Star / BP Gas,5630 South Franklin Road Indianapolis IN USA
Five Star / BP Gas,2427 W Washington St Parking West Washington Street Indianapolis IN USA
Seven Star,4415 East Washington Street Indianapolis IN USA
Anderson Food Mart / Marathon Gas,1825 Meridian Street Anderson IN USA
Ian’s Market / Shell Gas,109 Sharon Dr Dandridge Tennessee USA
Texoma Food Mart,84161 TX-289 Pottsboro TX USA
Shelby Petro/ Shell Gas,3502 Shelby Street Indianapolis IN USA
Mobil Gas,1862 North Nob Hill Road Plantation FL USA
Eagle Gas,1269 Greenwood Rd Sanford NC USA
Eagle Gas,2301 U.S.220 Stokesdale NC USA
BP Gas,1005 North Shadeland Avenue Indianapolis IN USA
Green Mart,1207 South Bloomington Street Greencastle IN USA
BP Gas,12613 Gunderson Road Osseo WI USA
QC Meat Mart,3002 South Port Avenue Corpus Christi TX USA
Shell Gas,2549 Memorial Blvd Port Arthur TX USA
Eagles Gas,8051 Target Side Drive Raleigh NC USA
BP Gas,1840 Beloit Avenue Janesville WI USA
BP Gas,1975 State Street Racine WI USA
BP Gas,20015 93rd Street Bristol WI USA
BP Gas,4711 Co Hwy TT Sun Prairie WI USA
BP Gas,665 East Ave Lomira WI USA
Citgo Gas,2719 East 38th Street Indianapolis IN USA
Marathon Gas,1244 East Gano Street Kokomo IN USA
Riverside Exxon,2535 North State Highway 360 Service Road West Grand Prairie TX USA
Southern Hill Market,4199 Nolensville Pike Nashville TN USA
Shell Gas,822 Murfreesboro Pike Nashville TN USA
Petra Express,766 Douglas Avenue Nashville TN USA
Shell Gas,88 N Mt Juliet Rd Mt. Juliet TN USA
Chevron,11863 North Sam Houston Parkway East Humble TX USA
Breeze Thru,2300 Old Chapel Hill Hillsborough Road Hillsborough NC USA
Shell,1955 Martin Luther King Drive Orange TX USA
Buzzy Bee/ Valero,2527 Broadway St Pearland TX USA
Breeze Thru,703 East 52 Bypass Pilot Mountain NC USA
Chevron,6343 Lake June Road Dallas TX USA
Plus Eight Express Mart,5899 N 9th Ave Pensacola FL 32504 USA
Citgo,3968 FL-4 Jay FL 32565 USA
Marathon,7738 Reading Road Cincinnati OH USA
76/ Circle K,4600 Melrose Ave Los Angeles California USA
Anderson Convenience/ BP Gas,17915 Arbor St Omaha NE USA
Anderson Convenience/ BP Gas,16727 Q Street Omaha NE USA
Anderson Convenience/ BP Gas,15635 West Dodge Road Omaha NE USA
Anderson Convenience / Phillips 66,9501 South 145th Street Omaha NE USA
Anderson Convenience,2630 South 140th Street Omaha NE USA
Anderson Convenience/ BP Gas,11955 Pacific St Omaha NE USA
Valero Gas,1101 Fairdale Road Fairdale KY USA
Valero Gas,4950 Terry Rd Louisville KY USA
Valero Gas,1500 Mellwood Avenue Louisville KY USA
Marathon Gas,2520 Broadway Avenue Riviera Beach FL USA
Gas N Shop,1611 Southeast 29th Street Topeka KS USA
Valero,924 Southeast 59th Street Oklahoma City OK USA
Chevron,950 West Nasa Parkway Webster TX USA
Gulf Gas Station,4827 Broadway Avenue J Galveston TX USA
Breeze Thru,750 Laura Duncan Rd Apex NC USA
Breeze Thru,10924 Leesville Road Raleigh NC USA
Breeze Thru,1161 East Street Pittsboro NC USA
Breeze Thru,3405 Poole Road Raleigh NC USA
Breeze Thru,5447 NC-42 Garner NC USA
